name,time,pressure1,pressure2,pressure3,pressure4,temperature1,temperature2,temperature3,temperature4,temperature5
test12,2024-03-23T11:35:02.526767935Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:35:09.023312723Z,NA,NA,NA,NA,NA,20.125,NA,NA,NA
test12,2024-03-23T11:35:10.768620868Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:35:11.143712727Z,NA,NA,NA,NA,19.625,NA,NA,NA,NA
test12,2024-03-23T11:35:12.524776349Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:35:19.238639613Z,NA,NA,NA,NA,NA,20.125,NA,NA,NA
test12,2024-03-23T11:35:20.768615621Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:35:21.219598787Z,NA,NA,NA,NA,19.75,NA,NA,NA,NA
test12,2024-03-23T11:35:22.527646846Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:35:29.452173992Z,NA,NA,NA,NA,NA,20.125,NA,NA,NA
test12,2024-03-23T11:35:30.769200069Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:35:31.277893414Z,NA,NA,NA,NA,19.75,NA,NA,NA,NA
test12,2024-03-23T11:35:32.529286077Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:35:39.667858478Z,NA,NA,NA,NA,NA,20.125,NA,NA,NA
test12,2024-03-23T11:35:40.771454641Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:35:41.345234767Z,NA,NA,NA,NA,19.75,NA,NA,NA,NA
test12,2024-03-23T11:35:42.529299914Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:35:49.882500817Z,NA,NA,NA,NA,NA,20.25,NA,NA,NA
test12,2024-03-23T11:35:50.77180376Z,NA,0.136774182,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:35:51.411981019Z,NA,NA,NA,NA,19.875,NA,NA,NA,NA
test12,2024-03-23T11:35:52.531488379Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:36:00.096285519Z,NA,NA,NA,NA,NA,20.25,NA,NA,NA
test12,2024-03-23T11:36:00.773613389Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:36:01.483902988Z,NA,NA,NA,NA,19.875,NA,NA,NA,NA
test12,2024-03-23T11:36:02.533690294Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:36:10.310132392Z,NA,NA,NA,NA,NA,20.25,NA,NA,NA
test12,2024-03-23T11:36:10.7735481Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:36:11.548162597Z,NA,NA,NA,NA,19.875,NA,NA,NA,NA
test12,2024-03-23T11:36:12.533342455Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:36:20.523568561Z,NA,NA,NA,NA,NA,20.25,NA,NA,NA
test12,2024-03-23T11:36:20.777750062Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:36:21.615515373Z,NA,NA,NA,NA,19.875,NA,NA,NA,NA
test12,2024-03-23T11:36:22.532003255Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:36:30.736804629Z,NA,NA,NA,NA,NA,20.25,NA,NA,NA
test12,2024-03-23T11:36:30.783796957Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:36:31.687565959Z,NA,NA,NA,NA,20,NA,NA,NA,NA
test12,2024-03-23T11:36:32.532901166Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:36:40.776411423Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:36:40.954370868Z,NA,NA,NA,NA,NA,20.25,NA,NA,NA
test12,2024-03-23T11:36:41.753854361Z,NA,NA,NA,NA,20,NA,NA,NA,NA
test12,2024-03-23T11:36:42.535680813Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:36:50.776522985Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:36:51.168058702Z,NA,NA,NA,NA,NA,20.375,NA,NA,NA
test12,2024-03-23T11:36:51.822539955Z,NA,NA,NA,NA,20,NA,NA,NA,NA
test12,2024-03-23T11:36:52.534879407Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:37:00.777598405Z,NA,0.136774182,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:37:01.385194553Z,NA,NA,NA,NA,NA,20.375,NA,NA,NA
test12,2024-03-23T11:37:01.899120081Z,NA,NA,NA,NA,20,NA,NA,NA,NA
test12,2024-03-23T11:37:02.537991859Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:37:10.782032261Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:37:11.602954752Z,NA,NA,NA,NA,NA,20.375,NA,NA,NA
test12,2024-03-23T11:37:11.957269433Z,NA,NA,NA,NA,20,NA,NA,NA,NA
test12,2024-03-23T11:37:12.536545533Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:37:20.784051616Z,NA,0.136774182,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:37:21.818898025Z,NA,NA,NA,NA,NA,20.375,NA,NA,NA
test12,2024-03-23T11:37:22.024580245Z,NA,NA,NA,NA,20.125,NA,NA,NA,NA
test12,2024-03-23T11:37:22.536940361Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:37:30.780914833Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:37:32.033304817Z,NA,NA,NA,NA,NA,20.375,NA,NA,NA
test12,2024-03-23T11:37:32.091264904Z,NA,NA,NA,NA,20.125,NA,NA,NA,NA
test12,2024-03-23T11:37:32.540092824Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:37:40.785934645Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:37:42.158544937Z,NA,NA,NA,NA,20.125,NA,NA,NA,NA
test12,2024-03-23T11:37:42.249931564Z,NA,NA,NA,NA,NA,20.375,NA,NA,NA
test12,2024-03-23T11:37:42.538436468Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:37:50.783256352Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:37:52.228367642Z,NA,NA,NA,NA,20.125,NA,NA,NA,NA
test12,2024-03-23T11:37:52.467196034Z,NA,NA,NA,NA,NA,20.375,NA,NA,NA
test12,2024-03-23T11:37:52.538446121Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:00.785724675Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:02.294011186Z,NA,NA,NA,NA,20.25,NA,NA,NA,NA
test12,2024-03-23T11:38:02.539861096Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:02.679512055Z,NA,NA,NA,NA,NA,20.375,NA,NA,NA
test12,2024-03-23T11:38:10.78621873Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:12.368580708Z,NA,NA,NA,NA,20.25,NA,NA,NA,NA
test12,2024-03-23T11:38:12.543488501Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:12.896851687Z,NA,NA,NA,NA,NA,20.375,NA,NA,NA
test12,2024-03-23T11:38:20.785711348Z,NA,0.136774182,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:22.431451215Z,NA,NA,NA,NA,20.25,NA,NA,NA,NA
test12,2024-03-23T11:38:22.541442254Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:23.112760961Z,NA,NA,NA,NA,NA,20.5,NA,NA,NA
test12,2024-03-23T11:38:30.788453441Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:32.502352322Z,NA,NA,NA,NA,20.25,NA,NA,NA,NA
test12,2024-03-23T11:38:32.55075842Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:33.327090855Z,NA,NA,NA,NA,NA,20.5,NA,NA,NA
test12,2024-03-23T11:38:40.789456794Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:42.547555549Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:42.569635873Z,NA,NA,NA,NA,20.25,NA,NA,NA,NA
test12,2024-03-23T11:38:43.543793841Z,NA,NA,NA,NA,NA,20.5,NA,NA,NA
test12,2024-03-23T11:38:50.789798407Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:52.546200999Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:38:52.635502598Z,NA,NA,NA,NA,20.25,NA,NA,NA,NA
test12,2024-03-23T11:38:53.762966418Z,NA,NA,NA,NA,NA,20.5,NA,NA,NA
test12,2024-03-23T11:39:00.792180465Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:39:02.546664292Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:39:02.707060758Z,NA,NA,NA,NA,20.375,NA,NA,NA,NA
test12,2024-03-23T11:39:03.976840465Z,NA,NA,NA,NA,NA,20.5,NA,NA,NA
test12,2024-03-23T11:39:10.792638019Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:39:12.547454499Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:39:12.776436766Z,NA,NA,NA,NA,20.375,NA,NA,NA,NA
test12,2024-03-23T11:39:14.191066191Z,NA,NA,NA,NA,NA,20.5,NA,NA,NA
test12,2024-03-23T11:39:20.79086533Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:39:22.549175455Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:39:22.843472073Z,NA,NA,NA,NA,20.375,NA,NA,NA,NA
test12,2024-03-23T11:39:24.407490015Z,NA,NA,NA,NA,NA,20.5,NA,NA,NA
test12,2024-03-23T11:39:30.794018943Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:39:32.55143705Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:39:32.911869262Z,NA,NA,NA,NA,20.375,NA,NA,NA,NA
test12,2024-03-23T11:39:34.624149296Z,NA,NA,NA,NA,NA,20.5,NA,NA,NA
test12,2024-03-23T11:39:40.798474788Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:39:42.55063235Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:39:42.981454212Z,NA,NA,NA,NA,20.375,NA,NA,NA,NA
test12,2024-03-23T11:39:44.840643875Z,NA,NA,NA,NA,NA,20.5,NA,NA,NA
test12,2024-03-23T11:39:50.797044945Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:39:52.550929507Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:39:53.049842469Z,NA,NA,NA,NA,20.375,NA,NA,NA,NA
test12,2024-03-23T11:39:55.057148788Z,NA,NA,NA,NA,NA,20.5,NA,NA,NA
test12,2024-03-23T11:40:00.796763304Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:40:02.552577153Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:40:03.118408375Z,NA,NA,NA,NA,20.375,NA,NA,NA,NA
test12,2024-03-23T11:40:05.27767391Z,NA,NA,NA,NA,NA,20.5,NA,NA,NA
test12,2024-03-23T11:40:10.800468247Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:40:12.553130053Z,0.158279568,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:40:13.187391603Z,NA,NA,NA,NA,20.375,NA,NA,NA,NA
test12,2024-03-23T11:40:15.489997803Z,NA,NA,NA,NA,NA,20.625,NA,NA,NA
test12,2024-03-23T11:40:20.797064362Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:40:22.554430929Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:40:23.254490875Z,NA,NA,NA,NA,20.5,NA,NA,NA,NA
test12,2024-03-23T11:40:25.710966445Z,NA,NA,NA,NA,NA,20.625,NA,NA,NA
test12,2024-03-23T11:40:30.798969417Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:40:32.556847161Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:40:33.32739075Z,NA,NA,NA,NA,20.5,NA,NA,NA,NA
test12,2024-03-23T11:40:35.963470413Z,NA,NA,NA,NA,NA,20.625,NA,NA,NA
test12,2024-03-23T11:40:40.804631394Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:40:42.55827596Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:40:43.397171616Z,NA,NA,NA,NA,20.5,NA,NA,NA,NA
test12,2024-03-23T11:40:46.139932597Z,NA,NA,NA,NA,NA,20.625,NA,NA,NA
test12,2024-03-23T11:40:50.799461599Z,NA,0.136774182,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:40:52.555781682Z,0.172616467,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:40:53.466018897Z,NA,NA,NA,NA,20.5,NA,NA,NA,NA
test12,2024-03-23T11:40:56.355816735Z,NA,NA,NA,NA,NA,20.625,NA,NA,NA
test12,2024-03-23T11:41:00.802285777Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:41:02.557432267Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:41:03.53944255Z,NA,NA,NA,NA,20.5,NA,NA,NA,NA
test12,2024-03-23T11:41:06.57191545Z,NA,NA,NA,NA,NA,20.625,NA,NA,NA
test12,2024-03-23T11:41:10.808725027Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:41:12.555567509Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:41:13.603107264Z,NA,NA,NA,NA,20.5,NA,NA,NA,NA
test12,2024-03-23T11:41:16.78940918Z,NA,NA,NA,NA,NA,20.625,NA,NA,NA
test12,2024-03-23T11:41:20.805047516Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:41:22.560898278Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:41:23.672588Z,NA,NA,NA,NA,20.5,NA,NA,NA,NA
test12,2024-03-23T11:41:27.006218782Z,NA,NA,NA,NA,NA,20.625,NA,NA,NA
test12,2024-03-23T11:41:30.809340721Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:41:32.571033248Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:41:33.742164731Z,NA,NA,NA,NA,20.5,NA,NA,NA,NA
test12,2024-03-23T11:41:37.222009565Z,NA,NA,NA,NA,NA,20.625,NA,NA,NA
test12,2024-03-23T11:41:40.804457288Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:41:42.555903071Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:41:43.81282035Z,NA,NA,NA,NA,20.5,NA,NA,NA,NA
test12,2024-03-23T11:41:47.441247543Z,NA,NA,NA,NA,NA,20.625,NA,NA,NA
test12,2024-03-23T11:41:50.805288858Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:41:52.561658969Z,0.172616467,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:41:53.881114223Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:41:57.656536674Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:42:00.806778416Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:42:02.564517386Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:42:03.952013141Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:42:07.872251881Z,NA,NA,NA,NA,NA,20.625,NA,NA,NA
test12,2024-03-23T11:42:10.80977193Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:42:12.560150513Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:42:14.024201231Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:42:18.088571957Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:42:20.812822175Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:42:22.566992546Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:42:24.085722462Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:42:28.306242869Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:42:30.810498856Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:42:32.56562965Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:42:34.15971539Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:42:38.525952361Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:42:40.811386735Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:42:42.566816137Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:42:44.230542373Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:42:48.738423216Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:42:50.8109266Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:42:52.569522641Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:42:54.299544061Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:42:58.957557721Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:43:00.812806306Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:43:02.56942458Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:43:04.367514548Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:43:09.172683578Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:43:10.814689889Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:43:12.591364864Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:43:14.432345993Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:43:19.387047761Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:43:20.813840404Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:43:22.570867608Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:43:24.505012134Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:43:29.609316803Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:43:30.819977545Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:43:32.573107423Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:43:34.577123138Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:43:39.822522506Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:43:40.816586285Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:43:42.572876336Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:43:44.642133104Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:43:50.044306429Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:43:50.818500047Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:43:52.573053988Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:43:54.715943564Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:44:00.255605977Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:44:00.818962984Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:44:02.577432346Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:44:04.786051464Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:44:10.475392533Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:44:10.818947159Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:44:12.576522792Z,0.172616467,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:44:14.853793078Z,NA,NA,NA,NA,20.625,NA,NA,NA,NA
test12,2024-03-23T11:44:20.689080834Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:44:20.82344067Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:44:22.577557818Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:44:24.928876958Z,NA,NA,NA,NA,20.75,NA,NA,NA,NA
test12,2024-03-23T11:44:30.824201286Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:44:30.914363429Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:44:32.578493854Z,0.172616467,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:44:35.0018636Z,NA,NA,NA,NA,20.75,NA,NA,NA,NA
test12,2024-03-23T11:44:40.827141207Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:44:41.127595182Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:44:42.578135857Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:44:45.065902572Z,NA,NA,NA,NA,20.75,NA,NA,NA,NA
test12,2024-03-23T11:44:50.8231041Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:44:51.341271743Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:44:52.579394355Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:44:55.138725177Z,NA,NA,NA,NA,20.75,NA,NA,NA,NA
test12,2024-03-23T11:45:00.827535309Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:45:01.565220409Z,NA,NA,NA,NA,NA,20.875,NA,NA,NA
test12,2024-03-23T11:45:02.579815259Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:45:05.206331504Z,NA,NA,NA,NA,20.75,NA,NA,NA,NA
test12,2024-03-23T11:45:10.826781796Z,NA,0.136774182,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:45:11.780075463Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:45:12.584782655Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:45:15.27740955Z,NA,NA,NA,NA,20.75,NA,NA,NA,NA
test12,2024-03-23T11:45:20.825718536Z,NA,0.115268826,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:45:22.002103594Z,NA,NA,NA,NA,NA,20.75,NA,NA,NA
test12,2024-03-23T11:45:22.581715674Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:45:25.346772245Z,NA,NA,NA,NA,20.75,NA,NA,NA,NA
test12,2024-03-23T11:45:30.830213149Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:45:32.219699752Z,NA,NA,NA,NA,NA,20.875,NA,NA,NA
test12,2024-03-23T11:45:32.584646558Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:45:35.418040367Z,NA,NA,NA,NA,20.75,NA,NA,NA,NA
test12,2024-03-23T11:45:40.833082449Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:45:42.435618057Z,NA,NA,NA,NA,NA,20.875,NA,NA,NA
test12,2024-03-23T11:45:42.583472112Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:45:45.487640157Z,NA,NA,NA,NA,20.75,NA,NA,NA,NA
test12,2024-03-23T11:45:50.833340977Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:45:52.584448804Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:45:52.652403834Z,NA,NA,NA,NA,NA,20.875,NA,NA,NA
test12,2024-03-23T11:45:55.559622283Z,NA,NA,NA,NA,20.875,NA,NA,NA,NA
test12,2024-03-23T11:46:00.833809729Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:46:02.587826886Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:46:02.87732338Z,NA,NA,NA,NA,NA,20.875,NA,NA,NA
test12,2024-03-23T11:46:05.633063626Z,NA,NA,NA,NA,20.875,NA,NA,NA,NA
test12,2024-03-23T11:46:10.830714794Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:46:12.58567662Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:46:13.088836107Z,NA,NA,NA,NA,NA,20.875,NA,NA,NA
test12,2024-03-23T11:46:15.699210712Z,NA,NA,NA,NA,20.875,NA,NA,NA,NA
test12,2024-03-23T11:46:20.834634038Z,NA,0.122437276,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:46:22.58763349Z,0.165448025,NA,NA,NA,NA,NA,NA,NA,NA
test12,2024-03-23T11:46:23.305220293Z,NA,NA,NA,NA,NA,20.875,NA,NA,NA
test12,2024-03-23T11:46:25.770171279Z,NA,NA,NA,NA,20.75,NA,NA,NA,NA
test12,2024-03-23T11:46:30.832290143Z,NA,0.136774182,NA,NA,NA,NA,NA,NA,NA
